Date,Academy,FirstName,LastName,Psychometrics,Presentation
2019-05-15,London Academy,Denny,Enga,0.57,0.71875
2019-10-15,London Academy,Ivor,Quogan,0.39,0.5
2019-10-15,London Academy,Thibaut,Edbrooke,0.49,0.40625
2019-10-15,London Academy,Chancey,Bitten,0.5,0.5625
2019-10-15,London Academy,Noland,Origin,0.55,0.625
2019-10-15,London Academy,Correna,Sutherel,0.51,0.8125
2019-10-15,London Academy,Doretta,Hallor,0.54,0.625
2019-10-15,London Academy,Addi,Larter,0.43,0.625
2019-10-15,London Academy,Tierney,Twatt,0.51,0.59375
2019-10-15,London Academy,Wileen,Gartenfeld,0.54,0.625
2019-10-15,London Academy,Ileane,Margarson,0.63,0.71875
2019-10-15,London Academy,Mateo,Hanburry,0.58,0.65625
2019-10-15,London Academy,Hogan,Raffan,0.53,0.84375
2019-10-15,London Academy,Creighton,Estrella,0.59,0.65625
2019-10-15,London Academy,Bryna,Delle,0.51,0.625
2019-10-15,London Academy,Cristy,Rutledge,0.51,0.71875
2019-10-15,London Academy,Codi,Kear,0.64,0.75
2019-10-15,London Academy,Madalyn,Facey,0.6,0.78125
2019-10-15,London Academy,Tymothy,Titchard,0.52,0.75
2019-10-15,London Academy,Janeen,Pinney,0.59,0.4375
2019-10-15,London Academy,Locke,Lacelett,0.56,0.59375
2019-10-15,London Academy,Daren,Windrum,0.59,0.65625
2019-10-15,London Academy,Caria,Trillow,0.53,0.5
2019-10-15,London Academy,Corby,Cristofolini,0.41,0.8125
2019-04-16,London Academy,Lay,Trosdall,0.61,0.65625
2019-04-16,London Academy,Kimbell,Lasseter,0.57,0.59375
2019-04-16,London Academy,Orazio,Brawn,0.68,0.78125
2019-04-16,London Academy,Cilka,Anlay,0.43,0.5625
2019-04-16,London Academy,Irina,Marritt,0.61,0.71875
2019-04-16,London Academy,Tye,Worgen,0.52,0.40625
2019-04-16,London Academy,Darcy,Srutton,0.66,0.65625
2019-04-16,London Academy,Westbrooke,Wonham,0.56,0.625
2019-04-16,London Academy,Jessee,Chisnall,0.51,0.75
2019-04-16,London Academy,Ali,Outram,0.54,0.53125
2019-04-16,London Academy,Annalise,Easom,0.51,0.71875
2019-04-16,London Academy,Corty,Frearson,0.5,0.65625
2019-04-16,London Academy,Terri,Spensley,0.58,0.78125
2019-04-16,London Academy,Elli,Villalta,0.4,0.84375
2019-04-16,London Academy,Karina,Ingyon,0.57,0.5625
2019-04-16,London Academy,Reina,Loudiane,0.49,0.53125
2019-04-16,London Academy,Karlene,Mcdermott-Row,0.64,0.59375
2019-04-16,London Academy,Stacie,Heads,0.63,0.71875
2019-04-16,London Academy,Dillon,Gemnett,0.55,0.75
2019-04-16,London Academy,Chloette,Van Weedenburg,0.47,0.6875
2019-04-16,London Academy,Louise,Dowse,0.5,0.625
2019-04-16,London Academy,Yelena,Kelleway,0.52,0.78125
2019-04-16,London Academy,Isabelita,Alexandrou,0.63,0.6875
2019-04-16,London Academy,Dickie,Kearton,0.61,0.625
2019-04-16,London Academy,Celle,Barlas,0.65,0.71875
2019-01-16,London Academy,Huey,Broodes,0.46,0.78125
2019-01-16,London Academy,Lorianna,Weinham,0.53,0.5625
2019-01-16,London Academy,Ingar,Huckstepp,0.44,0.5625
2019-01-16,London Academy,Roxanne,Edie,0.54,0.65625
2019-01-16,London Academy,Thorpe,Maddie,0.49,0.5
2019-01-16,London Academy,Abigail,Dunsmore,0.56,0.78125
2019-01-16,London Academy,Goran,Eton,0.6,0.71875
2019-01-16,London Academy,Raquela,Elcox,0.63,0.6875
2019-01-16,London Academy,Yolanda,Fosse,0.61,0.625
2019-01-16,London Academy,Corri,Pund,0.58,0.8125
2019-01-16,London Academy,Stephan,Bahls,0.59,0.75
2019-01-16,London Academy,Felecia,Mcblain,0.47,0.75
2019-01-16,London Academy,Conchita,Gumey,0.57,0.5625
2019-01-16,London Academy,Pierson,Mills,0.47,0.625
2019-01-16,London Academy,Ingeberg,Othen,0.59,0.625
2019-01-16,London Academy,Garvin,Dracey,0.54,0.71875
2019-01-16,London Academy,Garrott,Demaine,0.58,0.59375
2019-01-16,London Academy,Wilona,Pammenter,0.63,0.46875
2019-01-16,London Academy,Lynnett,Swin,0.58,0.71875
2019-01-16,London Academy,Gustaf,Lude,0.51,0.625
2019-01-16,London Academy,Monah,Dowling,0.49,0.75
2019-01-16,London Academy,Randall,Waller,0.53,0.59375
2019-01-16,London Academy,Thomasine,Poundford,0.65,0.6875
2019-01-16,London Academy,Anatole,Peterffy,0.62,0.53125
2019-01-16,London Academy,Simon,Murrey,0.5,0.59375
2019-01-16,London Academy,Zaccaria,Bussons,0.61,0.625
2019-01-16,London Academy,Staci,Harlett,0.56,0.34375
2019-01-16,London Academy,Trstram,Goodyer,0.61,0.625
2019-01-16,London Academy,Theodosia,Creenan,0.52,0.6875
2019-01-16,London Academy,Melba,Cobain,0.44,0.6875
2019-01-16,London Academy,Ricca,Sowden,0.55,0.65625
2019-01-16,London Academy,Drona,Lemonby,0.51,0.6875
2019-01-16,London Academy,Cory,Greene,0.58,0.75
2019-07-16,London Academy,Donalt,Gummoe,0.66,0.59375
2019-07-16,London Academy,Farlee,Baalham,0.66,0.625
2019-07-16,London Academy,Zsa,Zsa Rounsefull,0.61,0.625
2019-07-16,London Academy,Verena,Townes,0.59,0.6875
2019-07-16,London Academy,Ludvig,Grzes,0.53,0.59375
2019-07-16,London Academy,Karoly,Skates,0.51,0.625
2019-07-16,London Academy,Kellyann,Yorkston,0.54,0.65625
2019-07-16,London Academy,Olly,Mougenel,0.52,0.5625
2019-07-16,London Academy,Alan,Hallewell,0.68,0.40625
2019-07-16,London Academy,Bowie,Endersby,0.51,0.71875
2019-07-16,London Academy,Erina,Stockau,0.46,0.65625
2019-07-16,London Academy,Fons,Ghiotto,0.58,0.59375
2019-07-16,London Academy,Markos,Walter,0.51,0.75
2019-07-16,London Academy,Mirilla,Bottinelli,0.51,0.5625
2019-07-16,London Academy,Rodolfo,Garret,0.6,0.65625
2019-07-16,London Academy,Alli,Ludewig,0.64,0.6875
2019-07-16,London Academy,Elnore,Schwandner,0.51,0.65625
2019-07-16,London Academy,Gradeigh,Hamblin,0.6,0.53125
2019-07-16,London Academy,Brewer,Calderbank,0.5,0.625
2019-07-16,London Academy,Nettle,Heffer,0.43,0.65625
2019-07-16,London Academy,Ulrikaumeko,Bowsher,0.52,0.53125
2019-07-16,London Academy,Vina,Flott,0.57,0.5625
2019-07-16,London Academy,Alexis,Shee,0.47,0.625
2019-07-16,London Academy,Portia,Farfalameev,0.59,0.5625
2019-07-16,London Academy,Martelle,Veneur,0.43,0.4375
2019-07-16,London Academy,Tad,Mcilhagga,0.65,0.5625
2019-05-16,Birmingham Academy,Bobby,Mccracken,0.46,0.75
2019-05-16,Birmingham Academy,Andrei,Musslewhite,0.51,0.71875
2019-05-16,Birmingham Academy,Vilhelmina,Kissell,0.63,0.65625
2019-05-16,Birmingham Academy,Standford,Brewitt,0.56,0.6875
2019-05-16,Birmingham Academy,Alfi,Mccracken,0.63,0.5625
2019-05-16,Birmingham Academy,Mercedes,Cadden,0.48,0.625
2019-05-16,Birmingham Academy,Linus,Pietruszewicz,0.58,0.65625
2019-05-16,Birmingham Academy,Corena,Birtley,0.46,0.78125
2019-05-16,Birmingham Academy,Philippa,Mccalister,0.51,0.5
2019-05-16,Birmingham Academy,Sebastiano,Ramsby,0.43,0.5
2019-05-16,Birmingham Academy,Patin,Storek,0.51,0.75
2019-05-16,Birmingham Academy,Alidia,Govett,0.56,0.59375
2019-05-16,Birmingham Academy,Juieta,Tellett,0.63,0.8125
2019-05-16,Birmingham Academy,Fonz,Grzegorzewicz,0.48,0.5
2019-05-16,Birmingham Academy,Heindrick,Mckiddin,0.58,0.78125
2019-05-16,Birmingham Academy,Benedikt,Scogings,0.59,0.78125
2019-05-16,Birmingham Academy,Davidson,Biskupiak,0.4,0.65625
2019-05-16,Birmingham Academy,Abey,Lightollers,0.62,0.59375
2019-05-16,Birmingham Academy,Gerianne,Bagge,0.58,0.5
2019-05-16,Birmingham Academy,Filberto,Annis,0.54,0.78125
2019-10-16,London Academy,Clay,Perillo,0.68,0.5625
2019-10-16,London Academy,Margaretta,Gedling,0.55,0.78125
2019-10-16,London Academy,Arlie,Baynam,0.43,0.6875
2019-10-16,London Academy,Deana,Lynds,0.61,0.78125
2019-10-16,London Academy,Chucho,Kegan,0.51,0.59375
2019-10-16,London Academy,Olly,Aitkenhead,0.45,0.53125
2019-10-16,London Academy,Adey,Bramwell,0.52,0.375
2019-10-16,London Academy,Jordain,Offen,0.62,0.65625
2019-10-16,London Academy,Englebert,Hedman,0.62,0.625
2019-10-16,London Academy,Elvera,Gorman,0.54,0.625
2019-10-16,London Academy,Aland,Houchin,0.44,0.53125
2019-10-16,London Academy,Jesus,Keller,0.54,0.375
2019-10-16,London Academy,Engelbert,Palatino,0.64,0.75
2019-10-16,London Academy,Zondra,Lindgren,0.48,0.59375
2019-10-16,London Academy,Caren,Puig,0.54,0.75
2019-10-16,London Academy,Marmaduke,Kiefer,0.64,0.65625
2019-10-16,London Academy,Gabi,Fice,0.55,0.6875
2019-10-16,London Academy,Tiffi,Reddlesden,0.5,0.65625
2019-10-16,London Academy,Mirabelle,Tidder,0.66,0.59375
2019-10-16,London Academy,Evelyn,Lukash,0.47,0.53125
2019-10-16,London Academy,Elita,Foch,0.51,0.8125
2019-10-16,London Academy,Winona,Carlaw,0.68,0.75
2019-04-17,London Academy,Rivi,Epinay,0.53,0.59375
2019-04-17,London Academy,Ash,Hannon,0.59,0.59375
2019-04-17,London Academy,Marie-Ann,Vaar,0.52,0.65625
2019-04-17,London Academy,Alli,Sleeford,0.55,0.625
2019-04-17,London Academy,Maure,Tink,0.47,0.53125
2019-04-17,London Academy,Erastus,Wenger,0.43,0.5625
2019-04-17,London Academy,Brooks,Gethouse,0.55,0.59375
2019-04-17,London Academy,Ilka,Moodie,0.51,0.78125
2019-04-17,London Academy,Mylo,Leband,0.44,0.5
2019-04-17,London Academy,Gianina,Bessent,0.56,0.78125
2019-04-17,London Academy,Brendon,Ferrieri,0.73,0.625
2019-04-17,London Academy,Ashli,Mullaney,0.49,0.59375
2019-04-17,London Academy,Ellerey,Shenton,0.46,0.71875
2019-04-17,London Academy,Guinna,Garford,0.5,0.53125
2019-04-17,London Academy,Suzy,Blaisdell,0.59,0.75
2019-04-17,London Academy,Gradey,Connor,0.54,0.6875
2019-04-17,London Academy,Carlyn,Durram,0.55,0.4375
2019-04-17,London Academy,Biddy,Rapps,0.53,0.59375
2019-04-17,London Academy,Thea,Labbey,0.4,0.6875
2019-04-17,London Academy,Annemarie,Dulinty,0.48,0.8125
2019-04-17,London Academy,Beth,Tiner,0.64,0.71875
2019-04-17,London Academy,Kayle,Ferenc,0.52,0.625
2019-04-17,London Academy,Gonzalo,Danniell,0.5,0.6875
2019-12-17,London Academy,Charmian,Martinuzzi,0.58,0.6875
2019-12-17,London Academy,Eba,Tarbath,0.51,0.65625
2019-12-17,London Academy,Nobe,Guerrazzi,0.54,0.59375
2019-12-17,London Academy,Gerda,Yuille,0.59,0.625
2019-12-17,London Academy,Berkly,Fishleigh,0.51,0.75
2019-12-17,London Academy,Sherwood,Sandercock,0.57,0.625
2019-12-17,London Academy,Blondelle,Jaan,0.63,0.46875
2019-12-17,London Academy,Hermie,Lassell,0.49,0.75
2019-12-17,London Academy,Lawton,Hiddsley,0.58,0.53125
2019-12-17,London Academy,Giuseppe,Cobbin,0.5,0.4375
2019-12-17,London Academy,Gipsy,Seres,0.54,0.6875
2019-12-17,London Academy,Rube,Beals,0.59,0.6875
2019-12-17,London Academy,Ives,Weddell,0.54,0.5
2019-12-17,London Academy,Vera,Broadfoot,0.63,0.625
2019-12-17,London Academy,Brew,Botterell,0.54,0.53125
2019-12-17,London Academy,Celesta,Binion,0.61,0.78125
2019-12-17,London Academy,Maison,Purse,0.61,0.625
2019-12-17,London Academy,Arne,Warne,0.41,0.65625
2019-12-17,London Academy,Raffaello,Mortlock,0.36,0.625
2019-12-17,London Academy,Lee,Ambrogioli,0.63,0.625
2019-12-17,London Academy,Edna,Dilston,0.68,0.6875
2019-12-17,London Academy,Rafaelita,D'Ambrogi,0.57,0.5625
2019-01-17,Birmingham Academy,Agneta,Fantini,0.58,0.59375
2019-01-17,Birmingham Academy,Kare,Garvill,0.48,0.53125
2019-01-17,Birmingham Academy,Chucho,Tift,0.56,0.375
2019-01-17,Birmingham Academy,Teddy,Ham,0.59,0.78125
2019-01-17,Birmingham Academy,Marc,Extance,0.46,0.5
2019-01-17,Birmingham Academy,Lauretta,Bartell,0.51,0.75
2019-01-17,Birmingham Academy,Kala,Doeg,0.48,0.875
2019-01-17,Birmingham Academy,Linoel,Fissenden,0.59,0.59375
2019-01-17,Birmingham Academy,Reinaldos,Rayne,0.59,0.5
2019-01-17,Birmingham Academy,Zechariah,Salzberger,0.47,0.59375
2019-01-17,Birmingham Academy,Sylvan,Asher,0.51,0.75
2019-01-17,Birmingham Academy,Georgie,Perel,0.51,0.78125
2019-01-17,Birmingham Academy,Lazar,Seligson,0.67,0.34375
2019-01-17,Birmingham Academy,Bernadette,Gerardi,0.53,0.65625
2019-01-17,Birmingham Academy,Jenifer,Pickles,0.41,0.46875
2019-01-17,Birmingham Academy,Tonnie,Royden,0.44,0.625
2019-01-17,Birmingham Academy,Gelya,Pyson,0.54,0.71875
2019-01-17,Birmingham Academy,Aida,Bothams,0.56,0.6875
2019-01-17,Birmingham Academy,Muffin,Wigglesworth,0.53,0.65625
2019-01-17,Birmingham Academy,Bart,Godilington,0.57,0.46875
2019-01-17,Birmingham Academy,Allianora,Rowdell,0.55,0.6875
2019-01-17,Birmingham Academy,Randy,Semken,0.61,0.71875
2019-01-17,Birmingham Academy,Wakefield,Jeves,0.58,0.53125
2019-01-17,Birmingham Academy,Nettie,Civitillo,0.55,0.53125
2019-01-17,Birmingham Academy,Barnabas,Crinion,0.64,0.71875
2019-01-17,Birmingham Academy,Kylynn,Jewes,0.58,0.59375
2019-01-17,Birmingham Academy,Archaimbaud,Buller,0.63,0.5625
2019-07-17,London Academy,Romola,Coldtart,0.54,0.625
2019-07-17,London Academy,Shea,Chasmoor,0.59,0.59375
2019-07-17,London Academy,Eldin,Broster,0.55,0.6875
2019-07-17,London Academy,Fee,Karpe,0.53,0.59375
2019-07-17,London Academy,Antonius,Heape,0.51,0.625
2019-07-17,London Academy,Rad,Bench,0.55,0.6875
2019-07-17,London Academy,Emmett,Stogill,0.51,0.59375
2019-07-17,London Academy,Roxie,Glasby,0.55,0.4375
2019-07-17,London Academy,Ofilia,Keizman,0.62,0.53125
2019-07-17,London Academy,Alex,Peascod,0.58,0.40625
2019-07-17,London Academy,Patrizia,Wyre,0.56,0.59375
2019-07-17,London Academy,Courtnay,Duiged,0.62,0.53125
2019-07-17,London Academy,Sarena,Weatherill,0.59,0.6875
2019-07-17,London Academy,Barr,Khosa,0.49,0.625
2019-07-17,London Academy,Evin,De Roeck,0.62,0.5625
2019-07-17,London Academy,Brooke,Paolino,0.49,0.59375
2019-07-17,London Academy,Laird,Grece,0.51,0.75
2019-07-17,London Academy,Paulina,Tear,0.52,0.65625
2019-07-17,London Academy,Marsha,Lippett,0.48,0.6875
2019-07-17,London Academy,Avictor,Moorey,0.62,0.71875
2019-07-17,London Academy,Joseito,Duiged,0.6,0.6875
2019-07-17,London Academy,Hastie,Hantusch,0.55,0.5
2019-07-17,London Academy,Burnaby,Mackay,0.52,0.6875
2019-07-17,London Academy,Linc,Ridgway,0.68,0.71875
2019-07-17,London Academy,Adelbert,Terney,0.49,0.65625
2019-10-17,Birmingham Academy,Any,Shotbolt,0.6,0.53125
2019-10-17,Birmingham Academy,Korry,Kenworth,0.6,0.59375
2019-10-17,Birmingham Academy,Stephie,Boorne,0.38,0.71875
2019-10-17,Birmingham Academy,Ashely,Brittles,0.5,0.65625
2019-10-17,Birmingham Academy,Sammie,Beams,0.63,0.59375
2019-10-17,Birmingham Academy,Adda,Bromont,0.56,0.65625
2019-10-17,Birmingham Academy,Evey,Whiteland,0.55,0.53125
2019-10-17,Birmingham Academy,Verine,Pickring,0.54,0.5625
2019-10-17,Birmingham Academy,Walt,Kirkby,0.57,0.625
2019-10-17,Birmingham Academy,Kingsly,Emmer,0.4,0.5
2019-10-17,Birmingham Academy,Damiano,Petrusch,0.49,0.59375
2019-10-17,Birmingham Academy,Dina,Mcgookin,0.57,0.5625
2019-10-17,Birmingham Academy,Patten,Tinman,0.63,0.8125
2019-10-17,Birmingham Academy,Fabio,Cattemull,0.65,0.5625
2019-10-17,Birmingham Academy,Dudley,Whiles,0.54,0.46875
2019-10-17,Birmingham Academy,Teirtza,Ghion,0.62,0.59375
2019-10-17,Birmingham Academy,Alice,Vickery,0.47,0.625
2019-10-17,Birmingham Academy,Tucky,Henstridge,0.6,0.59375
2019-10-17,Birmingham Academy,Hildy,Todd,0.49,0.46875
2019-10-17,Birmingham Academy,Sandy,Droogan,0.53,0.59375
2019-10-17,Birmingham Academy,Drucy,Adolthine,0.5,0.75
2019-10-17,Birmingham Academy,Dyna,Cristofano,0.55,0.59375
2019-10-17,Birmingham Academy,Hyacinth,Meron,0.53,0.5
2019-10-17,Birmingham Academy,Dru,Pabel,0.5,0.84375
2019-10-17,Birmingham Academy,Lorin,Jozef,0.5,0.53125
2019-10-17,Birmingham Academy,Misty,Pitt,0.64,0.65625
2019-10-17,Birmingham Academy,Vernor,D'Almeida,0.5,0.6875
2019-10-17,Birmingham Academy,Brittan,Mouat,0.51,0.65625
2019-10-17,Birmingham Academy,Den,Roman,0.56,0.5625
2019-10-17,Birmingham Academy,Ezequiel,Cotsford,0.54,0.6875
2019-09-17,London Academy,Conrad,Ceillier,0.46,0.53125
2019-09-17,London Academy,Parry,Oswick,0.46,0.65625
2019-09-17,London Academy,Duffie,Hanscombe,0.56,0.75
2019-09-17,London Academy,Isacco,Matuschek,0.62,0.5
2019-09-17,London Academy,Woody,Orritt,0.46,0.59375
2019-09-17,London Academy,Adah,Silverton,0.59,0.6875
2019-09-17,London Academy,Michel,Chaffey,0.48,0.6875
2019-09-17,London Academy,Cristal,Jeans,0.62,0.78125
2019-09-17,London Academy,Torie,Alessandrini,0.58,0.375
2019-09-17,London Academy,Michel,Khoter,0.47,0.59375
2019-09-17,London Academy,Ruby,Larciere,0.5,0.59375
2019-09-17,London Academy,Wolfie,Macieja,0.57,0.78125
2019-09-17,London Academy,Davidde,Tuohy,0.58,0.71875
2019-09-17,London Academy,Otes,Kemster,0.52,0.8125
2019-09-17,London Academy,Abdul,Nail,0.52,0.375
2019-09-17,London Academy,Brendan,Tithecott,0.55,0.71875
2019-09-17,London Academy,Jacinthe,Packham,0.61,0.71875
2019-09-17,London Academy,Bevon,Clayworth,0.55,0.5
2019-09-17,London Academy,Krista,Trethewey,0.47,0.71875
2019-09-17,London Academy,Philomena,Cessford,0.54,0.625
2019-09-17,London Academy,Fiona,Goodboddy,0.5,0.5
2019-09-17,London Academy,Pasquale,Critten,0.49,0.71875
2019-09-17,London Academy,Boniface,Tansley,0.54,0.625
2019-09-17,London Academy,Toma,Macgibbon,0.47,0.5625
2019-09-17,London Academy,Blane,Manderson,0.61,0.59375
2019-09-17,London Academy,Constantine,Caslett,0.62,0.78125
2019-09-17,London Academy,Keene,Slimm,0.64,0.75
2019-09-17,London Academy,Sibylle,Juris,0.51,0.6875
2019-09-17,London Academy,Zondra,Fippe,0.6,0.46875
2019-09-17,London Academy,Kendall,Daughtrey,0.5,0.65625
2019-09-17,London Academy,Gena,Trustrie,0.46,0.6875
2019-09-17,London Academy,Papageno,Kinnerley,0.47,0.5625
2019-09-17,London Academy,Averill,Pickance,0.54,0.71875
2019-09-17,London Academy,Star,Lapthorn,0.52,0.4375
2019-09-17,London Academy,Shawn,Robertshaw,0.47,0.6875
2019-09-17,London Academy,Patricio,Stenet,0.5,0.625
2019-09-17,London Academy,Elicia,Nutkin,0.51,0.5625
2019-09-17,London Academy,Colleen,Rossey,0.41,0.59375
2019-09-17,London Academy,Siegfried,Everal,0.53,0.71875
2019-09-17,London Academy,Chandra,Best,0.57,0.6875
2019-09-17,London Academy,Standford,Glanert,0.41,0.625
2019-09-17,London Academy,Silvio,Randal,0.63,0.40625
2019-09-17,London Academy,Janka,Clemencet,0.53,0.6875
2019-09-17,London Academy,Nathaniel,Iannetti,0.46,0.59375
2019-09-17,London Academy,Berkley,Bartomeu,0.57,0.4375
2019-09-17,London Academy,Lamar,Macgebenay,0.57,0.625
2019-09-17,London Academy,Kalvin,Wadworth,0.5,0.4375
2019-09-17,London Academy,Daria,Tudge,0.57,0.4375
2019-09-17,London Academy,Hastings,Flower,0.48,0.875
2019-09-17,London Academy,Umeko,Bozier,0.54,0.53125
2019-04-18,Birmingham Academy,Kassi,Pinnock,0.63,0.46875
2019-04-18,Birmingham Academy,Rip,Mcilvenny,0.64,0.65625
2019-04-18,Birmingham Academy,Sibyl,Braddick,0.61,0.8125
2019-04-18,Birmingham Academy,Janet,Copner,0.55,0.8125
2019-04-18,Birmingham Academy,Ivett,Bridel,0.59,0.6875
2019-04-18,Birmingham Academy,Mandy,Margaret,0.48,0.4375
2019-04-18,Birmingham Academy,Brose,Benaine,0.54,0.53125
2019-04-18,Birmingham Academy,Aggy,Hefferan,0.6,0.53125
2019-04-18,Birmingham Academy,Candie,Geare,0.4,0.75
2019-04-18,Birmingham Academy,Nanette,Borrill,0.59,0.75
2019-04-18,Birmingham Academy,Hervey,Climer,0.59,0.6875
2019-04-18,Birmingham Academy,Shelagh,Barthel,0.66,0.5
2019-04-18,Birmingham Academy,Sonnnie,Stelljes,0.66,0.59375
2019-04-18,Birmingham Academy,Pren,Abramovicz,0.63,0.46875
2019-04-18,Birmingham Academy,Felice,Culkin,0.49,0.625
2019-04-18,Birmingham Academy,Haroun,Mccrohon,0.57,0.59375
2019-04-18,Birmingham Academy,Elliot,Ruckert,0.62,0.625
2019-04-18,Birmingham Academy,Othilia,Skypp,0.59,0.6875
2019-04-18,Birmingham Academy,Ivett,Pote,0.49,0.78125
2019-04-18,Birmingham Academy,Thatcher,Frankish,0.63,0.65625
2019-04-18,Birmingham Academy,Joycelin,Doerffer,0.56,0.65625
2019-04-18,Birmingham Academy,Felicia,Annion,0.46,0.6875
2019-04-18,Birmingham Academy,Wendell,Thomassen,0.55,0.59375
2019-04-18,Birmingham Academy,Chandler,Ilchenko,0.44,0.75
2019-12-18,London Academy,Mirabelle,Shakeshaft,0.58,0.8125
2019-12-18,London Academy,See,Foynes,0.5,0.4375
2019-12-18,London Academy,Hersch,Holburn,0.53,0.625
2019-12-18,London Academy,Adina,Seton,0.6,0.59375
2019-12-18,London Academy,Mort,Letrange,0.4,0.6875
2019-12-18,London Academy,Nady,Smallpiece,0.63,0.46875
2019-12-18,London Academy,Norean,Caston,0.5,0.5625
2019-12-18,London Academy,Hebert,Bubbins,0.47,0.6875
2019-12-18,London Academy,Tiphanie,Selway,0.54,0.59375
2019-12-18,London Academy,Davy,Reisenberg,0.48,0.75
2019-12-18,London Academy,Clarey,Fagan,0.48,0.65625
2019-12-18,London Academy,Candy,Vann,0.54,0.5625
2019-12-18,London Academy,Winona,Strotton,0.55,0.46875
2019-12-18,London Academy,Bail,Delgardo,0.44,0.5625
2019-12-18,London Academy,Harri,Heinschke,0.56,0.5625
2019-12-18,London Academy,Lurleen,Moro,0.54,0.53125
2019-12-18,London Academy,Dannye,Fraczek,0.5,0.59375
2019-12-18,London Academy,Marlowe,Baxstare,0.45,0.53125
2019-12-18,London Academy,Sydelle,Gascoigne,0.44,0.6875
2019-12-18,London Academy,Rochette,Bellfield,0.59,0.6875
2019-12-18,London Academy,Arney,Watsham,0.49,0.3125
2019-12-18,London Academy,Callida,Brazel,0.46,0.5625
2019-12-18,London Academy,Sunny,Stonebridge,0.49,0.53125
2019-12-18,London Academy,Cris,Van Schafflaer,0.57,0.625
2019-12-18,London Academy,Linette,Hendonson,0.46,0.53125
2019-12-18,London Academy,Rosanne,Maccaughey,0.49,0.65625
2019-12-18,London Academy,Cirilo,Croy,0.52,0.84375
2019-12-18,London Academy,Lora,Kiebes,0.61,0.5625
2019-12-18,London Academy,Robina,Rosen,0.48,0.5
2019-12-18,London Academy,Hendrick,Skellon,0.64,0.71875
2019-12-18,London Academy,Sisile,Rawood,0.45,0.6875
2019-12-18,London Academy,Beverlie,Newhouse,0.56,0.59375
2019-12-18,London Academy,Gusta,Klagges,0.56,0.75
2019-12-18,London Academy,Marve,Boatswain,0.56,0.75
2019-12-18,London Academy,Louella,Parradye,0.53,0.78125
2019-12-18,London Academy,Wynn,Blei,0.61,0.625
2019-07-18,Birmingham Academy,Berty,Huban,0.53,0.46875
2019-07-18,Birmingham Academy,Amanda,Minto,0.59,0.65625
2019-07-18,Birmingham Academy,Joannes,Yurshev,0.58,0.71875
2019-07-18,Birmingham Academy,Valaria,Bunton,0.47,0.8125
2019-07-18,Birmingham Academy,Bary,Fendlen,0.52,0.5625
2019-07-18,Birmingham Academy,Fremont,Oxlee,0.51,0.71875
2019-07-18,Birmingham Academy,Hilliard,Reinard,0.67,0.8125
2019-07-18,Birmingham Academy,Ira,Rathbourne,0.54,0.65625
2019-07-18,Birmingham Academy,Shoshanna,Janicek,0.52,0.6875
2019-07-18,Birmingham Academy,Tonye,Ambrogio,0.61,0.71875
2019-07-18,Birmingham Academy,Kylie,Cordell,0.6,0.84375
2019-07-18,Birmingham Academy,Aldrich,Whitehall,0.59,0.40625
2019-07-18,Birmingham Academy,Blair,Woollhead,0.52,0.75
2019-07-18,Birmingham Academy,Demetria,O' Sullivan,0.6,0.6875
2019-07-18,Birmingham Academy,Karlis,Bottle,0.62,0.59375
2019-07-18,Birmingham Academy,Kalie,Leadbeatter,0.44,0.59375
2019-07-18,Birmingham Academy,Doretta,Henner,0.51,0.53125
2019-07-18,Birmingham Academy,Dannel,Longmaid,0.59,0.53125
2019-07-18,Birmingham Academy,Teena,Priel,0.55,0.6875
2019-07-18,Birmingham Academy,Katinka,Tyt,0.5,0.625
2019-07-18,Birmingham Academy,Maxy,Bensen,0.63,0.78125
2019-07-18,Birmingham Academy,Merwyn,Gossop,0.56,0.5
2019-07-18,Birmingham Academy,Celina,Polley,0.63,0.6875
2019-07-18,Birmingham Academy,Ody,Paroni,0.7,0.46875
2019-07-18,Birmingham Academy,Babita,Tabourin,0.53,0.71875
2019-07-18,Birmingham Academy,Anastasia,Jansson,0.47,0.5
2019-07-18,Birmingham Academy,Kathy,Capstack,0.53,0.65625
2019-07-18,Birmingham Academy,Rancell,Lill,0.63,0.59375
2019-07-18,Birmingham Academy,Sandor,Swatradge,0.71,0.71875
2019-07-18,Birmingham Academy,Jarred,Tredger,0.45,0.625
2019-07-18,Birmingham Academy,Briggs,Logsdail,0.51,0.6875
2019-07-18,Birmingham Academy,Lonnard,O'Neill,0.5,0.46875
2019-07-18,Birmingham Academy,Bill,Pendlebury,0.56,0.59375
2019-07-18,Birmingham Academy,Abbott,Dodgshon,0.57,0.5
2019-07-18,Birmingham Academy,Dunstan,Halfhide,0.48,0.59375
2019-07-18,Birmingham Academy,Monica,Mingardi,0.41,0.65625
2019-07-18,Birmingham Academy,Ashby,Capener,0.52,0.625
2019-07-18,Birmingham Academy,Rachele,Bracknell,0.58,0.71875
2019-06-18,London Academy,Conn,Dobson,0.53,0.625
2019-06-18,London Academy,Ingaborg,Pitblado,0.67,0.625
2019-06-18,London Academy,Neall,Lannin,0.49,0.53125
2019-06-18,London Academy,Billi,Narraway,0.53,0.65625
2019-06-18,London Academy,Derrek,Shillinglaw,0.55,0.34375
2019-06-18,London Academy,Ainslee,Paice,0.57,0.78125
