date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,firstname,lastname
2019-07-02,"{'C#': 3, 'PHP': 1}","['Collaboration', 'Rational']","['Distracted', 'Immature', 'Stubborn']",True,True,True,True,Business,Beauregard,Cornehl
2019-07-30,"{'Python': 4, 'C#': 3, 'Java': 5, 'PHP': 1, 'C++': 2}","['Collaboration', 'Competitive']",['Impulsive'],False,True,True,False,Business,Barclay,Morter
2019-07-30,"{'Python': 3, 'Ruby': 5, 'C++': 2}","['Patient', 'Collaboration', 'Competitive']",['Indifferent'],False,True,True,False,Business,Clary,Hertwell
2019-07-09,"{'Python': 3, 'Java': 9, 'Ruby': 5}","['Versatile', 'Composure']",['Competitive'],True,True,True,True,Data,Jessy,Dollman
2019-07-03,"{'Python': 1, 'Java': 4, 'JavaScript': 4}",['Altruism'],['Overbearing'],True,True,True,False,Business,Sibyl,Gilardi
2019-07-03,"{'Python': 3, 'Java': 3, 'Ruby': 1, 'SPSS': 4, 'PHP': 3, 'C++': 2}","['Composure', 'Efficient']","['Conventional', 'Perfectionist']",True,True,True,True,Engineering,Haywood,Teager
2019-07-18,"{'C#': 1, 'C++': 6}",['Altruism'],['Overbearing'],True,True,True,True,Business,Doretta,Henner
2019-07-04,{'SPSS': 5},"['Altruism', 'Perfectionism']","['Perfectionist', 'Controlling']",True,True,True,True,Business,Niall,Graine
2019-07-10,"{'C#': 1, 'Ruby': 3, 'JavaScript': 3}","['Determined', 'Reliable', 'Creative']","['Anxious', 'Immature', 'Competitive']",False,True,True,False,Data,Karel,Toulamain
2019-07-03,"{'Python': 4, 'C#': 4, 'Java': 5, 'SPSS': 2, 'JavaScript': 4}","['Collaboration', 'Problem Solving', 'Organisation']","['Distracted', 'Stubborn']",True,True,True,True,Data,Iosep,Idle
2019-07-02,"{'Python': 1, 'R': 1, 'SPSS': 5, 'JavaScript': 5}","['Empathy', 'Efficient', 'Listening']",['Competitive'],False,True,False,False,Data,Duky,Shailer
2019-07-31,"{'Python': 4, 'PHP': 2}","['Innovative', 'Charisma', 'Critical Thinking']","['Critical', 'Indecisive', 'Immature']",True,True,True,True,Business,Christie,Blincoe
2019-07-11,"{'C#': 1, 'Ruby': 3, 'SPSS': 9, 'PHP': 1}","['Charisma', 'Critical Thinking']","['Chaotic', 'Sensitive']",True,True,True,True,Data,Rik,Waren
2019-07-10,"{'C#': 1, 'PHP': 3}","['Courteous', 'Organisation', 'Listening']","['Perfectionist', 'Overbearing']",True,True,True,False,Business,Zelda,Prestage
2019-07-18,"{'Ruby': 1, 'SPSS': 8, 'C++': 4, 'JavaScript': 3}","['Efficient', 'Consistent']","['Competitive', 'Impulsive']",True,True,True,True,Engineering,Dannel,Longmaid
2019-07-25,"{'Python': 2, 'C#': 2, 'R': 5, 'PHP': 1, 'JavaScript': 2}","['Courteous', 'Passionate', 'Empathy']","['Immature', 'Chaotic']",False,True,True,False,Engineering,Ira,Grima
2019-07-11,"{'Ruby': 4, 'JavaScript': 1}","['Composure', 'Listening']","['Selfish', 'Chaotic']",True,False,True,False,Engineering,Vivyan,Robuchon
2019-07-31,"{'SPSS': 3, 'PHP': 1}","['Composure', 'Organisation', 'Consistent']",['Introverted'],True,True,True,True,Engineering,Gardner,Estick
2019-07-04,"{'Python': 2, 'C#': 3, 'Ruby': 3, 'R': 6, 'PHP': 2}",['Composure'],['Chatty'],True,True,True,True,Engineering,Darin,Healing
2019-07-18,"{'C#': 2, 'Java': 4, 'Ruby': 2, 'PHP': 2}","['Determined', 'Curious']","['Sensitive', 'Passive', 'Impulsive']",True,False,False,False,Business,Teena,Priel
2019-07-18,"{'Java': 1, 'PHP': 3}","['Innovative', 'Competitive']","['Slow', 'Chatty']",True,True,True,True,Data,Katinka,Tyt
2019-07-18,"{'Python': 4, 'C#': 3, 'Java': 1, 'R': 5, 'PHP': 4, 'C++': 4}","['Reliable', 'Rational', 'Independent']",['Indifferent'],True,True,True,True,Engineering,Maxy,Bensen
2019-07-04,"{'R': 2, 'SPSS': 3, 'C++': 3}",['Determined'],['Sensitive'],True,True,False,False,Data,Donnie,Sandwick
2019-07-31,"{'C#': 3, 'Java': 1, 'PHP': 2, 'JavaScript': 2}","['Creative', 'Collaboration']","['Selfish', 'Impatient', 'Chatty']",False,True,True,False,Data,Natasha,Christol
2019-07-23,"{'R': 2, 'PHP': 1}",['Curious'],"['Indecisive', 'Anxious', 'Sensitive']",True,True,True,True,Data,Scarlett,Roarty
2019-07-25,"{'Python': 2, 'R': 2}","['Reliable', 'Versatile', 'Innovative']","['Passive', 'Conventional']",True,True,False,False,Engineering,Hurlee,Hesey
2019-07-30,"{'R': 1, 'PHP': 2, 'C++': 5}","['Ambitious', 'Determined']",['Sensitive'],True,True,False,False,Engineering,Yehudit,Killingbeck
2019-07-31,"{'Python': 3, 'Java': 3, 'Ruby': 3, 'R': 1}","['Reliable', 'Empathy', 'Curious']",['Controlling'],True,True,True,True,Business,Riannon,Baraclough
2019-07-11,"{'Java': 1, 'SPSS': 1, 'PHP': 4}","['Determined', 'Empathy', 'Organisation']",['Procrastination'],True,True,True,True,Business,Shay,Obee
2019-07-03,"{'Python': 4, 'C#': 1, 'Java': 2, 'PHP': 1, 'C++': 4}","['Composure', 'Independent']","['Passive', 'Slow']",True,True,True,True,Business,Collete,Causbey
2019-07-31,"{'C#': 2, 'C++': 5, 'JavaScript': 6}",['Versatile'],['Chaotic'],True,True,False,False,Data,Tallia,Rushford
2019-07-31,"{'Python': 8, 'C#': 1, 'Java': 5, 'Ruby': 1}","['Collaboration', 'Charisma']",['Distracted'],True,True,True,False,Business,Angelica,Neissen
2019-07-18,{'JavaScript': 3},"['Consistent', 'Competitive', 'Charisma']",['Competitive'],True,True,True,True,Business,Merwyn,Gossop
2019-07-09,"{'Python': 2, 'Java': 5}","['Passionate', 'Altruism']",['Procrastination'],False,True,True,False,Data,Luca,Gokes
2019-07-10,"{'Python': 6, 'R': 2, 'SPSS': 3, 'PHP': 3}","['Listening', 'Competitive', 'Charisma']",['Controlling'],True,True,True,True,Engineering,Judon,Henze
2019-07-16,"{'C#': 1, 'Ruby': 4, 'SPSS': 3, 'C++': 2}",['Altruism'],['Chatty'],True,True,True,True,Data,Mirilla,Bottinelli
2019-07-16,"{'C#': 1, 'Ruby': 4, 'SPSS': 3, 'C++': 2}",['Altruism'],['Chatty'],True,True,True,True,Data,Mirilla,Bottinelli
2019-07-25,"{'Python': 2, 'R': 2, 'SPSS': 1, 'PHP': 6}","['Problem Solving', 'Reliable', 'Consistent']","['Passive', 'Introverted', 'Anxious']",True,True,True,True,Business,Cordie,Duckering
2019-07-09,"{'Python': 2, 'C++': 4}","['Curious', 'Organisation', 'Versatile']",['Undisciplined'],True,True,True,True,Business,Dorian,Hamshar
2019-07-30,{'R': 1},"['Efficient', 'Charisma']","['Intolerant', 'Chatty', 'Chaotic']",True,True,True,True,Business,Anet,Satterley
2019-07-30,"{'C#': 5, 'PHP': 1, 'JavaScript': 2}","['Innovative', 'Composure']","['Impatient', 'Impulsive']",True,True,True,True,Engineering,Stanislaus,Sendley
2019-07-17,"{'Java': 6, 'R': 2, 'C++': 3}",['Reliable'],['Stubborn'],True,True,True,True,Business,Patrizia,Wyre
2019-07-16,"{'Python': 7, 'Ruby': 3, 'R': 4, 'SPSS': 4, 'PHP': 5, 'C++': 3}","['Curious', 'Passionate']","['Controlling', 'Impatient']",True,True,True,True,Data,Rodolfo,Garret
2019-07-02,"{'Python': 1, 'C#': 1, 'R': 1, 'PHP': 2, 'JavaScript': 3}","['Empathy', 'Organisation']","['Impulsive', 'Stubborn', 'Distracted']",True,True,True,True,Engineering,Waverley,Deacock
2019-07-31,"{'Python': 6, 'R': 1, 'SPSS': 5, 'PHP': 3}",['Listening'],"['Intolerant', 'Overbearing']",True,True,True,True,Engineering,Langston,Adamski
2019-07-23,"{'Java': 4, 'C++': 5}","['Altruism', 'Passionate', 'Rational']","['Slow', 'Impatient']",True,True,True,True,Engineering,Annabela,Brackenridge
2019-07-31,"{'Python': 2, 'Ruby': 4, 'PHP': 1, 'JavaScript': 3}","['Competitive', 'Collaboration']","['Distracted', 'Competitive']",True,True,True,True,Engineering,Amerigo,Heys
2019-07-02,"{'Java': 3, 'PHP': 3, 'JavaScript': 2}","['Passionate', 'Empathy']","['Anxious', 'Indifferent']",True,True,True,True,Data,Sorcha,Argue
2019-07-10,"{'Java': 3, 'Ruby': 3}","['Listening', 'Altruism', 'Problem Solving']","['Indifferent', 'Undisciplined']",True,True,True,True,Data,Miguelita,Smedley
2019-07-10,"{'Python': 1, 'Java': 3}","['Creative', 'Perfectionism', 'Passionate']",['Overbearing'],True,True,True,True,Business,Weylin,Comolli
2019-07-24,"{'Python': 4, 'R': 3, 'PHP': 1}","['Organisation', 'Passionate', 'Consistent']",['Passive'],True,True,True,True,Business,Raimondo,Mellodey
2019-07-17,"{'Ruby': 4, 'SPSS': 5, 'C++': 1}","['Competitive', 'Collaboration', 'Courteous']",['Immature'],True,True,False,False,Business,Courtnay,Duiged
2019-07-17,"{'R': 4, 'PHP': 1, 'C++': 3}","['Altruism', 'Efficient', 'Rational']","['Competitive', 'Distracted', 'Impatient']",True,True,False,False,Business,Sarena,Weatherill
2019-07-18,"{'Python': 3, 'Java': 2, 'Ruby': 4, 'SPSS': 1}","['Empathy', 'Listening', 'Competitive']","['Sensitive', 'Intolerant', 'Overbearing']",True,True,True,True,Data,Celina,Polley
2019-07-10,"{'Ruby': 1, 'R': 2, 'JavaScript': 2}",['Versatile'],['Intolerant'],True,True,True,True,Business,Daloris,Cotesford
2019-07-31,"{'C#': 7, 'Java': 1, 'Ruby': 6}","['Problem Solving', 'Critical Thinking']","['Intolerant', 'Chatty', 'Indecisive']",True,True,True,True,Data,Natalie,Norwich
2019-07-23,"{'Ruby': 4, 'R': 1, 'PHP': 2, 'C++': 4, 'JavaScript': 1}",['Courteous'],['Overbearing'],True,True,True,True,Data,Kerstin,Couper
2019-07-03,,['Efficient'],"['Chaotic', 'Anxious']",True,True,True,True,Business,Keen,Tripony
2019-07-18,{'R': 4},"['Composure', 'Reliable', 'Creative']","['Conventional', 'Chatty']",True,True,True,True,Data,Ody,Paroni
2019-07-03,"{'Python': 3, 'Java': 1, 'Ruby': 5, 'PHP': 1}",['Listening'],"['Passive', 'Chatty', 'Indecisive']",True,True,True,True,Business,Rodolfo,Drillot
2019-07-03,"{'Python': 5, 'Java': 6, 'R': 1, 'PHP': 1}","['Collaboration', 'Independent', 'Ambitious']","['Procrastination', 'Perfectionist']",True,False,False,False,Business,Derward,Wyllt
2019-07-09,,['Charisma'],['Competitive'],False,True,True,False,Data,Amil,Lidden
2019-07-10,"{'R': 8, 'JavaScript': 5}","['Courteous', 'Rational', 'Problem Solving']","['Slow', 'Competitive', 'Indecisive']",True,True,True,True,Data,Salim,Sarra
2019-07-11,"{'C#': 6, 'Java': 2, 'Ruby': 3, 'PHP': 3, 'C++': 3}","['Composure', 'Courteous', 'Passionate']",['Intolerant'],True,True,True,True,Data,Horatius,Branch
2019-07-02,"{'Ruby': 2, 'R': 3}","['Problem Solving', 'Patient']",['Impatient'],True,True,True,True,Engineering,Frankie,Boseley
2019-07-09,{'Python': 4},['Curious'],"['Critical', 'Conventional']",True,True,True,True,Data,Bayard,Stuckow
2019-07-18,"{'C#': 3, 'Ruby': 3, 'R': 3, 'SPSS': 2, 'PHP': 3}","['Innovative', 'Listening', 'Perfectionism']","['Critical', 'Slow', 'Indifferent']",False,True,True,False,Engineering,Babita,Tabourin
2019-07-10,"{'Python': 3, 'Java': 1}","['Rational', 'Perfectionism', 'Curious']","['Competitive', 'Distracted', 'Selfish']",True,True,True,True,Data,Job,Restall
2019-07-17,{'R': 1},"['Perfectionism', 'Patient', 'Creative']","['Anxious', 'Slow', 'Introverted']",True,True,True,True,Engineering,Evin,De Roeck
2019-07-25,{'C++': 4},['Critical Thinking'],"['Impatient', 'Slow', 'Selfish']",True,True,True,True,Engineering,Leopold,Boichat
2019-07-24,"{'R': 1, 'C++': 1}","['Creative', 'Problem Solving']","['Sensitive', 'Perfectionist', 'Overbearing']",True,True,True,True,Engineering,Nevil,Penhaligon
2019-07-10,"{'R': 7, 'PHP': 1, 'C++': 3}","['Innovative', 'Patient']",['Impatient'],True,True,True,False,Business,Thorin,Eskriet
2019-07-18,{'Java': 2},"['Organisation', 'Competitive', 'Reliable']","['Indifferent', 'Competitive']",True,True,True,True,Engineering,Kathy,Capstack
2019-07-11,"{'R': 3, 'C++': 1}","['Altruism', 'Problem Solving', 'Versatile']","['Conventional', 'Indecisive', 'Stubborn']",True,True,True,True,Engineering,Floris,Rizzetti
2019-07-09,"{'C#': 1, 'Java': 3, 'Ruby': 6, 'PHP': 1, 'JavaScript': 6}",['Perfectionism'],"['Controlling', 'Stubborn']",True,True,True,True,Business,Ollie,Pinniger
2019-07-18,,"['Collaboration', 'Charisma', 'Critical Thinking']",['Competitive'],True,True,True,True,Engineering,Rancell,Lill
2019-07-09,"{'C#': 2, 'Ruby': 4, 'PHP': 5}",['Independent'],"['Indecisive', 'Sensitive', 'Anxious']",True,True,True,True,Business,Van,Chesshyre
2019-07-10,{'SPSS': 3},"['Problem Solving', 'Patient']","['Slow', 'Chatty', 'Indecisive']",True,True,True,True,Business,Vivienne,Blakelock
2019-07-30,{'JavaScript': 1},"['Listening', 'Versatile']",['Anxious'],True,True,True,True,Engineering,Brad,Coleyshaw
2019-07-11,"{'Python': 3, 'C++': 4, 'JavaScript': 6}","['Versatile', 'Reliable', 'Consistent']",['Undisciplined'],True,True,True,True,Data,Adelaida,Pirson
2019-07-16,"{'C#': 3, 'R': 2, 'SPSS': 7, 'C++': 2}",['Courteous'],"['Passive', 'Overbearing', 'Sensitive']",True,True,True,True,Engineering,Alli,Ludewig
2019-07-16,"{'Ruby': 5, 'PHP': 2}","['Composure', 'Competitive']","['Indecisive', 'Distracted']",True,True,True,True,Business,Elnore,Schwandner
2019-07-18,"{'R': 4, 'SPSS': 2, 'JavaScript': 3}","['Organisation', 'Problem Solving']","['Slow', 'Conventional']",True,True,True,False,Business,Sandor,Swatradge
2019-07-31,"{'C++': 2, 'JavaScript': 5}","['Creative', 'Patient', 'Composure']","['Conventional', 'Indecisive', 'Undisciplined']",True,True,True,True,Engineering,Benjamin,Chastand
2019-07-25,"{'Python': 7, 'Java': 4, 'C++': 3, 'JavaScript': 2}","['Empathy', 'Collaboration']","['Impulsive', 'Immature', 'Selfish']",True,True,True,True,Data,Coleman,Martynka
2019-07-23,"{'Python': 4, 'C#': 2, 'Java': 4, 'R': 2, 'PHP': 1}",['Problem Solving'],['Controlling'],True,True,True,True,Engineering,Alistair,Scanes
2019-07-16,"{'Python': 7, 'C#': 2, 'Ruby': 1, 'C++': 2, 'JavaScript': 5}","['Innovative', 'Altruism', 'Determined']","['Distracted', 'Selfish']",True,True,False,False,Engineering,Gradeigh,Hamblin
2019-07-24,"{'Python': 3, 'Ruby': 5, 'C++': 2, 'JavaScript': 3}","['Collaboration', 'Efficient']",['Selfish'],True,True,True,True,Engineering,Clementine,Greedier
2019-07-04,"{'C#': 1, 'Ruby': 6, 'R': 4, 'PHP': 3}",['Reliable'],"['Slow', 'Chatty', 'Introverted']",True,True,False,False,Engineering,Dyna,Sange
2019-07-30,"{'C#': 1, 'SPSS': 5, 'C++': 3, 'JavaScript': 4}","['Composure', 'Reliable', 'Consistent']",['Overbearing'],True,True,True,True,Business,Aggie,Remmers
2019-07-10,"{'Java': 1, 'PHP': 2}","['Consistent', 'Composure']",['Undisciplined'],True,True,True,True,Data,Randie,Klimashevich
2019-07-17,"{'Python': 6, 'Java': 2, 'PHP': 1}","['Composure', 'Innovative']","['Conventional', 'Procrastination']",False,True,True,False,Engineering,Laird,Grece
2019-07-09,"{'Java': 4, 'PHP': 1, 'JavaScript': 2}","['Courteous', 'Composure']","['Procrastination', 'Indecisive']",True,True,True,False,Business,Abelard,Cardenas
2019-07-10,"{'Java': 1, 'JavaScript': 1}",['Competitive'],['Impatient'],True,True,True,True,Engineering,Maje,Vallis
2019-07-04,"{'Java': 3, 'JavaScript': 3}","['Courteous', 'Problem Solving', 'Rational']",['Competitive'],True,True,True,True,Data,Thoma,Bolesworth
2019-07-30,"{'Python': 3, 'C++': 6}","['Altruism', 'Consistent']","['Slow', 'Indecisive']",False,True,True,False,Business,Kris,Whaley
2019-07-31,"{'C#': 2, 'Ruby': 6, 'JavaScript': 5}","['Determined', 'Charisma', 'Composure']","['Procrastination', 'Controlling']",True,True,True,True,Engineering,Elsworth,Bendtsen
2019-07-02,"{'Python': 2, 'Ruby': 2}","['Composure', 'Patient']",['Conventional'],True,True,True,True,Engineering,Honor,Huntall
2019-07-17,{'PHP': 3},"['Courteous', 'Rational', 'Creative']","['Intolerant', 'Anxious']",False,True,True,False,Business,Paulina,Tear
2019-07-30,"{'Python': 1, 'C++': 3}",['Composure'],"['Stubborn', 'Procrastination', 'Passive']",True,True,True,True,Data,Kirsten,Spelman
2019-07-02,"{'C#': 5, 'Java': 2, 'R': 3, 'C++': 1}","['Critical Thinking', 'Versatile']",['Controlling'],True,True,True,True,Data,Yankee,Northing
2019-07-04,"{'Ruby': 5, 'PHP': 1, 'JavaScript': 2}","['Composure', 'Collaboration', 'Versatile']",['Controlling'],True,True,False,False,Business,Noby,Vacher
2019-07-03,"{'R': 4, 'C++': 4}","['Ambitious', 'Charisma']",['Indecisive'],True,True,True,True,Business,Bevon,Detoile
2019-07-03,"{'Java': 2, 'Ruby': 4, 'R': 1}",['Patient'],['Impatient'],False,True,False,False,Business,Weylin,Swatradge
2019-07-02,"{'Python': 1, 'C#': 1, 'Java': 3, 'R': 5, 'PHP': 2}","['Creative', 'Consistent']",['Indifferent'],True,True,True,True,Data,Berti,Nayer
2019-07-30,"{'Python': 4, 'C#': 4, 'Java': 2, 'Ruby': 4, 'JavaScript': 1}","['Patient', 'Organisation', 'Efficient']",['Perfectionist'],True,False,False,False,Data,Adaline,Durtnell
2019-07-25,{'Python': 3},"['Versatile', 'Courteous', 'Listening']","['Indifferent', 'Distracted', 'Chaotic']",False,True,True,False,Engineering,Oralia,Chaikovski
2019-07-11,"{'Python': 3, 'Java': 2, 'Ruby': 4, 'R': 4, 'SPSS': 3, 'PHP': 2, 'JavaScript': 3}",['Organisation'],"['Anxious', 'Indecisive', 'Passive']",False,True,True,False,Data,Ester,Mcterrelly
2019-07-03,"{'Python': 4, 'C#': 2, 'SPSS': 2, 'C++': 2}","['Rational', 'Composure']","['Intolerant', 'Controlling']",True,False,True,False,Engineering,Lee,Bernocchi
2019-07-25,"{'Python': 3, 'Java': 1, 'Ruby': 3, 'PHP': 1}","['Critical Thinking', 'Organisation', 'Perfectionism']","['Perfectionist', 'Indifferent', 'Anxious']",True,True,True,True,Engineering,Clarke,Cradoc
2019-07-09,{'Java': 1},"['Listening', 'Courteous']","['Overbearing', 'Undisciplined']",True,True,False,False,Data,Dun,Kurth
2019-07-02,"{'Java': 4, 'Ruby': 3, 'C++': 4}",['Competitive'],"['Impulsive', 'Undisciplined']",True,True,True,True,Data,Drusy,Benny
2019-07-03,"{'Ruby': 4, 'R': 2, 'PHP': 1, 'C++': 3, 'JavaScript': 3}",['Problem Solving'],['Critical'],False,True,False,False,Business,Maxie,Thairs
2019-07-11,"{'R': 5, 'C++': 1}",['Ambitious'],"['Conventional', 'Intolerant', 'Chatty']",True,True,True,True,Business,Lurline,Stirtle
2019-07-30,"{'Java': 2, 'SPSS': 3, 'C++': 4}",['Rational'],['Slow'],True,True,True,True,Business,Marna,Matskevich
2019-07-02,"{'Java': 1, 'R': 4}","['Ambitious', 'Collaboration']",['Undisciplined'],True,True,True,True,Data,Ara,Loggie
2019-07-16,"{'Java': 3, 'PHP': 1, 'JavaScript': 2}","['Reliable', 'Rational', 'Charisma']","['Immature', 'Undisciplined', 'Perfectionist']",True,True,True,True,Engineering,Brewer,Calderbank
2019-07-30,"{'Python': 1, 'C#': 1, 'Java': 4, 'C++': 4}","['Altruism', 'Composure']",['Selfish'],True,True,True,True,Data,Eberhard,Cattemull
2019-07-09,"{'Python': 3, 'R': 1}","['Charisma', 'Critical Thinking', 'Problem Solving']",['Overbearing'],True,True,True,True,Data,Tuesday,Tasseler
2019-07-24,"{'Python': 2, 'Ruby': 2, 'SPSS': 4, 'PHP': 1, 'C++': 4}","['Efficient', 'Competitive']","['Slow', 'Distracted']",True,True,True,True,Engineering,Brodie,Chipperfield
2019-07-03,{'C#': 3},['Patient'],['Procrastination'],False,True,True,False,Data,Hill,Tiplady
2019-07-18,{'Java': 4},['Consistent'],['Impatient'],True,False,True,False,Data,Briggs,Logsdail
2019-07-23,"{'Python': 2, 'Java': 4, 'Ruby': 3, 'SPSS': 2}","['Ambitious', 'Efficient', 'Versatile']",['Anxious'],True,True,True,True,Data,Adela,Paley
2019-07-30,"{'Python': 1, 'C#': 2, 'Java': 5, 'Ruby': 3}","['Rational', 'Listening']","['Chaotic', 'Competitive']",True,True,False,False,Engineering,Meyer,Dobbison
2019-07-02,"{'Ruby': 3, 'C++': 6, 'JavaScript': 2}","['Creative', 'Innovative', 'Collaboration']","['Controlling', 'Undisciplined']",True,True,True,True,Business,Sherlocke,Baselio
2019-07-02,"{'Ruby': 2, 'SPSS': 5, 'PHP': 1}","['Innovative', 'Altruism', 'Consistent']","['Introverted', 'Passive']",True,True,True,True,Business,Amalea,Ughi
2019-07-02,"{'Ruby': 4, 'PHP': 1}",['Consistent'],"['Procrastination', 'Conventional']",True,False,True,False,Business,Julia,Taile
2019-07-09,"{'Python': 1, 'C++': 3}","['Listening', 'Composure']","['Impulsive', 'Undisciplined']",True,True,True,True,Engineering,Eden,Chattock
2019-07-25,"{'C#': 6, 'Java': 2, 'Ruby': 3, 'R': 2, 'PHP': 1, 'C++': 4}","['Composure', 'Determined']","['Controlling', 'Competitive', 'Conventional']",True,True,True,False,Business,Rois,Covey
2019-07-17,"{'C#': 3, 'Java': 2, 'PHP': 2, 'C++': 4}","['Empathy', 'Versatile', 'Organisation']",['Slow'],True,False,True,False,Business,Avictor,Moorey
2019-07-31,"{'C#': 2, 'Ruby': 3, 'R': 2, 'C++': 3}","['Organisation', 'Curious']",['Sensitive'],True,True,True,True,Data,Regina,Calver
2019-07-18,"{'Java': 4, 'PHP': 2, 'C++': 1, 'JavaScript': 2}","['Charisma', 'Determined']","['Procrastination', 'Competitive']",True,True,True,True,Data,Lonnard,O'Neill
2019-07-02,"{'C#': 3, 'Ruby': 7, 'R': 3}",['Altruism'],['Chaotic'],True,True,False,False,Data,Ardis,Staniland
2019-07-18,"{'Python': 5, 'C#': 6, 'R': 2, 'PHP': 3}",['Creative'],"['Chatty', 'Distracted', 'Impulsive']",True,True,False,False,Business,Bill,Pendlebury
2019-07-25,"{'Java': 1, 'Ruby': 2, 'R': 3, 'PHP': 1}","['Rational', 'Competitive']","['Conventional', 'Slow', 'Anxious']",True,True,True,True,Engineering,Allyce,Attwill
2019-07-11,"{'Python': 1, 'C#': 2, 'Java': 4, 'Ruby': 5, 'R': 4, 'C++': 7}","['Efficient', 'Patient']","['Chatty', 'Competitive']",True,True,True,True,Data,Belle,Catherall
2019-07-25,"{'Python': 2, 'C#': 4, 'Java': 1, 'Ruby': 1, 'R': 5, 'SPSS': 1, 'JavaScript': 2}",['Rational'],"['Introverted', 'Perfectionist', 'Critical']",True,True,False,False,Business,Layne,Mcaline
2019-07-16,"{'C#': 3, 'R': 2, 'JavaScript': 7}","['Curious', 'Problem Solving']","['Chatty', 'Impatient', 'Controlling']",True,True,True,True,Data,Ulrikaumeko,Bowsher
2019-07-11,"{'C#': 3, 'Java': 2, 'SPSS': 4}","['Problem Solving', 'Creative', 'Versatile']","['Slow', 'Anxious']",True,True,True,True,Data,Lory,Bruckman
2019-07-11,"{'C#': 3, 'PHP': 2, 'C++': 4}",['Consistent'],"['Controlling', 'Impatient', 'Critical']",True,True,True,True,Data,Rufe,Devon
2019-07-18,"{'Java': 2, 'C++': 5}","['Innovative', 'Creative']","['Indifferent', 'Procrastination']",True,True,True,True,Engineering,Abbott,Dodgshon
2019-07-25,"{'Python': 2, 'Java': 2, 'C++': 1, 'JavaScript': 3}","['Efficient', 'Reliable', 'Perfectionism']","['Chatty', 'Impatient']",True,True,True,True,Data,Antonie,Coram
2019-07-09,"{'Python': 2, 'PHP': 3, 'C++': 1, 'JavaScript': 2}",['Rational'],['Overbearing'],True,True,True,False,Business,Cinnamon,Gilkison
2019-07-24,{'SPSS': 1},['Independent'],"['Distracted', 'Perfectionist', 'Indecisive']",True,True,True,True,Data,Dewitt,Milborn
2019-07-02,"{'Python': 1, 'C#': 5, 'SPSS': 1}",['Curious'],"['Immature', 'Impulsive']",True,False,True,False,Data,Claude,Duran
2019-07-23,"{'C#': 3, 'Ruby': 3, 'R': 1, 'SPSS': 3}","['Ambitious', 'Altruism', 'Reliable']",['Indecisive'],True,True,True,True,Data,Nadya,Pineaux
2019-07-25,"{'Ruby': 1, 'R': 1, 'SPSS': 1}","['Composure', 'Efficient']","['Passive', 'Conventional', 'Indecisive']",True,True,False,False,Data,Nani,Measom
2019-07-23,"{'Ruby': 4, 'SPSS': 6, 'PHP': 2, 'C++': 1}",['Courteous'],"['Overbearing', 'Critical', 'Sensitive']",True,True,True,True,Engineering,Ches,Wahlberg
2019-07-11,"{'Ruby': 2, 'JavaScript': 1}","['Patient', 'Altruism', 'Creative']",['Sensitive'],True,True,True,True,Business,Zacherie,Beswell
2019-07-31,"{'C#': 2, 'C++': 2}",['Composure'],['Undisciplined'],True,False,True,False,Business,Karla,Windridge
2019-07-31,,"['Consistent', 'Independent', 'Curious']","['Indecisive', 'Anxious']",True,True,True,True,Data,Lannie,Minister
2019-07-02,{'Python': 1},['Collaboration'],"['Impatient', 'Anxious', 'Undisciplined']",True,True,True,True,Business,Andree,Romeo
2019-07-09,"{'C#': 3, 'R': 2}","['Collaboration', 'Determined']",['Impulsive'],True,True,True,True,Data,Roch,De Courcy
2019-07-11,"{'Java': 1, 'Ruby': 3}","['Reliable', 'Consistent']","['Overbearing', 'Chatty', 'Anxious']",True,True,True,True,Data,Maggie,Dolden
2019-07-11,"{'SPSS': 4, 'PHP': 1, 'JavaScript': 2}",['Altruism'],"['Indecisive', 'Selfish', 'Chaotic']",True,True,True,True,Business,Gage,Feveryear
2019-07-11,{'R': 5},"['Passionate', 'Ambitious', 'Reliable']","['Chaotic', 'Conventional']",False,True,True,False,Engineering,Virginia,Burdge
2019-07-04,"{'Python': 3, 'Ruby': 2, 'R': 4, 'C++': 6}",['Versatile'],['Procrastination'],True,True,True,True,Business,Melodee,Crippen
2019-07-24,"{'Ruby': 4, 'SPSS': 5}","['Independent', 'Collaboration']","['Procrastination', 'Chatty']",True,False,True,False,Business,Raven,Derx
2019-07-17,,"['Composure', 'Patient', 'Charisma']",['Sensitive'],True,True,True,True,Business,Joseito,Duiged
2019-07-23,"{'SPSS': 5, 'C++': 2}","['Problem Solving', 'Ambitious', 'Patient']","['Selfish', 'Conventional', 'Sensitive']",True,True,True,True,Engineering,Merline,Rickell
2019-07-16,"{'Java': 3, 'JavaScript': 1}","['Ambitious', 'Consistent']","['Chaotic', 'Impatient', 'Indecisive']",True,True,False,False,Data,Vina,Flott
2019-07-17,{'Ruby': 3},"['Reliable', 'Patient']","['Slow', 'Procrastination', 'Stubborn']",False,True,True,False,Engineering,Hastie,Hantusch
2019-07-24,"{'C#': 5, 'JavaScript': 2}","['Innovative', 'Curious', 'Problem Solving']","['Chaotic', 'Impatient']",True,True,False,False,Data,Ines,Plaschke
